valid_loss,valid_MAE,epoch,step,train_MAE,train_loss
0.03618267923593521,0.13413578271865845,0,41,,
,,0,41,0.19241182506084442,
,,1,49,,0.0449841134250164
0.026323281228542328,0.1257416009902954,1,83,,
,,1,83,0.15519653260707855,
,,2,99,,0.03332209587097168
0.02179783768951893,0.11870436370372772,2,125,,
,,2,125,0.14034831523895264,
,,3,149,,0.0283206719905138
0.01968895085155964,0.1127609983086586,3,167,,
,,3,167,0.12973983585834503,
,,4,199,,0.023380307480692863
0.016480643302202225,0.09972395747900009,4,209,,
,,4,209,0.11925216019153595,
,,5,249,,0.01910371147096157
0.015896491706371307,0.09619883447885513,5,251,,
,,5,251,0.11106812208890915,
0.016451332718133926,0.09605913609266281,6,293,,
,,6,293,0.10815451294183731,
,,7,299,,0.019373822957277298
0.015198003500699997,0.09319424629211426,7,335,,
,,7,335,0.10654736310243607,
,,8,349,,0.018777141347527504
0.015140955336391926,0.09262333810329437,8,377,,
,,8,377,0.10541478544473648,
,,9,399,,0.01950385421514511
0.015309659764170647,0.09207873046398163,9,419,,
,,9,419,0.10469712316989899,
,,10,449,,0.018127579241991043
0.014982585795223713,0.09175380319356918,10,461,,
,,10,461,0.10398855805397034,
,,11,499,,0.018237760290503502
0.015021252445876598,0.09176716208457947,11,503,,
,,11,503,0.1033509150147438,
0.015124404802918434,0.09212227165699005,12,545,,
,,12,545,0.10286949574947357,
,,13,549,,0.018042895942926407
0.015178905799984932,0.09183714538812637,13,587,,
,,13,587,0.10234710574150085,
,,14,599,,0.01791044883430004
0.01521325670182705,0.09139630198478699,14,629,,
,,14,629,0.10192044079303741,
