valid_loss,valid_MAE,epoch,step,train_MAE,train_loss
0.01971464604139328,0.10087033361196518,0,41,,
,,0,41,0.18580447137355804,
,,1,49,,0.033825043588876724
0.015804696828126907,0.09739282727241516,1,83,,
,,1,83,0.14333070814609528,
,,2,99,,0.02887583151459694
0.011239704675972462,0.08282989263534546,2,125,,
,,2,125,0.1285504549741745,
,,3,149,,0.020797917619347572
0.010236662812530994,0.07909300923347473,3,167,,
,,3,167,0.11515454202890396,
,,4,199,,0.02076578326523304
0.010354735888540745,0.07897345721721649,4,209,,
,,4,209,0.11123232543468475,
,,5,249,,0.02048187330365181
0.010209044441580772,0.0778111144900322,5,251,,
,,5,251,0.10999397188425064,
0.009804709814488888,0.07734572142362595,6,293,,
,,6,293,0.1090957522392273,
,,7,299,,0.018296480178833008
0.010127509944140911,0.07977741211652756,7,335,,
,,7,335,0.10826343297958374,
,,8,349,,0.020476723089814186
0.010030195116996765,0.07754397392272949,8,377,,
,,8,377,0.10775593668222427,
,,9,399,,0.019325951114296913
0.009878888726234436,0.07725226879119873,9,419,,
,,9,419,0.10706523805856705,
