valid_loss,valid_MAE,epoch,step,train_MAE,train_loss
0.04246236011385918,0.16384781897068024,0,41,,
,,0,41,0.17392677068710327,
,,1,49,,0.031888604164123535
0.035314153879880905,0.14873644709587097,1,83,,
,,1,83,0.13802962005138397,
,,2,99,,0.023880649358034134
0.030493436381220818,0.1378309577703476,2,125,,
,,2,125,0.11988576501607895,
,,3,149,,0.020115690305829048
0.029994972050189972,0.13601349294185638,3,167,,
,,3,167,0.1119379773736,
,,4,199,,0.01972050406038761
0.029973413795232773,0.13585907220840454,4,209,,
,,4,209,0.10997377336025238,
,,5,249,,0.020977724343538284
0.030086778104305267,0.13650959730148315,5,251,,
,,5,251,0.10887233167886734,
0.029566604644060135,0.13448849320411682,6,293,,
,,6,293,0.10823830962181091,
,,7,299,,0.019982505589723587
0.029629597440361977,0.13450385630130768,7,335,,
,,7,335,0.10758492350578308,
,,8,349,,0.018470274284482002
0.029533253982663155,0.13446900248527527,8,377,,
,,8,377,0.10704883188009262,
,,9,399,,0.01937459036707878
0.029555629938840866,0.13439150154590607,9,419,,
,,9,419,0.10664655268192291,
,,10,449,,0.01922411471605301
0.029640721157193184,0.13455753028392792,10,461,,
,,10,461,0.10640659928321838,
,,11,499,,0.02058316394686699
0.02915300615131855,0.13339953124523163,11,503,,
,,11,503,0.10629097372293472,
0.029789231717586517,0.13471576571464539,12,545,,
,,12,545,0.105799101293087,
,,13,549,,0.019443582743406296
0.0292606670409441,0.13388709723949432,13,587,,
,,13,587,0.10536741465330124,
,,14,599,,0.019095055758953094
0.02973700687289238,0.13492318987846375,14,629,,
,,14,629,0.10502280294895172,
