valid_loss,valid_MAE,epoch,step,train_MAE,train_loss
0.020496299490332603,0.11339402198791504,0,41,,
,,0,41,0.1709163337945938,
,,1,49,,0.03197510540485382
0.018122801557183266,0.10483825206756592,1,83,,
,,1,83,0.13593105971813202,
,,2,99,,0.023580890148878098
0.017024023458361626,0.10161259025335312,2,125,,
,,2,125,0.11998969316482544,
,,3,149,,0.020728804171085358
0.01691111922264099,0.10182571411132812,3,167,,
,,3,167,0.1126384288072586,
,,4,199,,0.019744064658880234
0.01696147583425045,0.10270890593528748,4,209,,
,,4,209,0.11027824878692627,
,,5,249,,0.020447149872779846
0.01703023910522461,0.10272688418626785,5,251,,
,,5,251,0.10899660736322403,
0.01656661182641983,0.10026323050260544,6,293,,
,,6,293,0.10832583159208298,
,,7,299,,0.019704431295394897
0.016668180003762245,0.10186538100242615,7,335,,
,,7,335,0.1073918342590332,
,,8,349,,0.019752681255340576
0.016631511971354485,0.10096388310194016,8,377,,
,,8,377,0.10688011348247528,
,,9,399,,0.019037526100873947
0.016777023673057556,0.10156083106994629,9,419,,
,,9,419,0.10634905099868774,
