valid_loss,valid_MAE,epoch,step,train_MAE,train_loss
0.027635034173727036,0.12925656139850616,0,41,,
,,0,41,0.18604810535907745,
,,1,49,,0.03460308909416199
0.02388101816177368,0.12451375275850296,1,83,,
,,1,83,0.14203102886676788,
,,2,99,,0.028614889830350876
0.019754527136683464,0.10778972506523132,2,125,,
,,2,125,0.12734290957450867,
,,3,149,,0.02270517684519291
0.017538240179419518,0.10026673972606659,3,167,,
,,3,167,0.11404592543840408,
,,4,199,,0.021162794902920723
0.017355864867568016,0.0991884395480156,4,209,,
,,4,209,0.11083932220935822,
,,5,249,,0.019943393766880035
0.017347434535622597,0.09898270666599274,5,251,,
,,5,251,0.10941547900438309,
0.01661081798374653,0.0963827595114708,6,293,,
,,6,293,0.10829111933708191,
,,7,299,,0.020968813449144363
0.017166901379823685,0.09732654690742493,7,335,,
,,7,335,0.10778296738862991,
,,8,349,,0.019571887329220772
0.01722104847431183,0.09791949391365051,8,377,,
,,8,377,0.10703200846910477,
,,9,399,,0.0185061264783144
0.017895007506012917,0.10020761936903,9,419,,
,,9,419,0.10665936768054962,
