valid_loss,valid_MAE,epoch,step,train_MAE,train_loss
0.04469583183526993,0.1674349308013916,0,41,,
,,0,41,0.18113169074058533,
,,1,49,,0.034961260855197906
0.033926401287317276,0.14461839199066162,1,83,,
,,1,83,0.14269156754016876,
,,2,99,,0.027434226125478745
0.02576720528304577,0.12462374567985535,2,125,,
,,2,125,0.12720952928066254,
,,3,149,,0.020689789205789566
0.02263140305876732,0.1152040958404541,3,167,,
,,3,167,0.11549633741378784,
,,4,199,,0.01854637637734413
0.023984966799616814,0.11781752109527588,4,209,,
,,4,209,0.11102548986673355,
,,5,249,,0.019050609320402145
0.02330305054783821,0.11389368772506714,5,251,,
,,5,251,0.10922402888536453,
0.02261379361152649,0.11253342032432556,6,293,,
,,6,293,0.10815008729696274,
,,7,299,,0.019901078194379807
0.02380535565316677,0.11633038520812988,7,335,,
,,7,335,0.10731565952301025,
,,8,349,,0.018270794302225113
0.022582706063985825,0.11272712051868439,8,377,,
,,8,377,0.10667403042316437,
,,9,399,,0.019717987626791
0.024631798267364502,0.11843011528253555,9,419,,
,,9,419,0.10624434798955917,
,,10,449,,0.019113313406705856
0.022704077884554863,0.11205881834030151,10,461,,
,,10,461,0.10553200542926788,
,,11,499,,0.017474839463829994
0.023464854806661606,0.11426845192909241,11,503,,
,,11,503,0.1051212027668953,
