train_loss,epoch,step,valid_loss,valid_MAE,train_MAE
0.03413273021578789,0,49,,,
,0,54,0.026704085990786552,0.10474616289138794,
,0,54,,,0.1519376039505005
0.032884612679481506,1,99,,,
,1,109,0.025412652641534805,0.10636164247989655,
,1,109,,,0.12431274354457855
0.030950702726840973,2,149,,,
,2,164,0.024354683235287666,0.10467131435871124,
,2,164,,,0.12038789689540863
0.028919866308569908,3,199,,,
,3,219,0.021777182817459106,0.10263138264417648,
,3,219,,,0.11797857284545898
0.02601998671889305,4,249,,,
,4,274,0.016685359179973602,0.09472952783107758,
,4,274,,,0.11367005109786987
0.02061411552131176,5,299,,,
,5,329,0.015097508206963539,0.08931373059749603,
,5,329,,,0.10667691379785538
0.019048776477575302,6,349,,,
,6,384,0.01395502220839262,0.08276371657848358,
,6,384,,,0.09848153591156006
0.015148965641856194,7,399,,,
,7,439,0.013272352516651154,0.07503728568553925,
,7,439,,,0.08984941244125366
0.013081942684948444,8,449,,,
,8,494,0.013099591247737408,0.07231371104717255,
,8,494,,,0.08292292058467865
0.01360619068145752,9,499,,,
0.011960344389081001,9,549,,,
,9,549,0.012972565367817879,0.07107458263635635,
,9,549,,,0.07996776700019836
0.012592381797730923,10,599,,,
,10,604,0.013044128194451332,0.07105298340320587,
,10,604,,,0.07802200317382812
0.011648879386484623,11,649,,,
,11,659,0.013266170397400856,0.07167169451713562,
,11,659,,,0.07674282789230347
0.012628628872334957,12,699,,,
,12,714,0.01280036848038435,0.07012136280536652,
,12,714,,,0.07556559890508652
0.012490476481616497,13,749,,,
,13,769,0.012720257975161076,0.06897557526826859,
,13,769,,,0.07458066940307617
0.011189286597073078,14,799,,,
,14,824,0.012708539143204689,0.06865862756967545,
,14,824,,,0.07362640649080276
0.011412161402404308,15,849,,,
,15,879,0.012553112581372261,0.06847028434276581,
,15,879,,,0.07265178114175797
