valid_loss,valid_MAE,epoch,step,train_MAE,train_loss
0.04607613384723663,0.17071914672851562,0,41,,
,,0,41,0.1851089596748352,
,,1,49,,0.034273914992809296
0.037713900208473206,0.15333354473114014,1,83,,
,,1,83,0.14226610958576202,
,,2,99,,0.02672240324318409
0.03246227279305458,0.143484964966774,2,125,,
,,2,125,0.1272551715373993,
,,3,149,,0.021411897614598274
0.029714977368712425,0.13532434403896332,3,167,,
,,3,167,0.1150275394320488,
,,4,199,,0.019233332946896553
0.029430177062749863,0.13454021513462067,4,209,,
,,4,209,0.11133497208356857,
,,5,249,,0.020999979227781296
0.029548443853855133,0.13420891761779785,5,251,,
,,5,251,0.10983528941869736,
0.029608646407723427,0.13504168391227722,6,293,,
,,6,293,0.10888499766588211,
,,7,299,,0.021476779133081436
0.029244882985949516,0.13330470025539398,7,335,,
,,7,335,0.10810616612434387,
,,8,349,,0.01975923404097557
0.02959168143570423,0.13444837927818298,8,377,,
,,8,377,0.10722646862268448,
,,9,399,,0.019511794671416283
0.02951485477387905,0.1341981440782547,9,419,,
,,9,419,0.10671192407608032,
,,10,449,,0.018257252871990204
0.029735738411545753,0.1347503513097763,10,461,,
,,10,461,0.106290303170681,
