valid_loss,valid_MAE,epoch,step,train_MAE,train_loss
0.03664471581578255,0.15124604105949402,0,41,,
,,0,41,0.19021521508693695,
,,1,49,,0.03657801076769829
0.027654938399791718,0.13114754855632782,1,83,,
,,1,83,0.143931046128273,
,,2,99,,0.029808973893523216
0.018285643309354782,0.10812096297740936,2,125,,
,,2,125,0.12869888544082642,
,,3,149,,0.022447610273957253
0.015988647937774658,0.09856195002794266,3,167,,
,,3,167,0.11662117391824722,
,,4,199,,0.02015039138495922
0.016326142475008965,0.09960068017244339,4,209,,
,,4,209,0.11243600398302078,
,,5,249,,0.02045086771249771
0.01596730761229992,0.09753624349832535,5,251,,
,,5,251,0.11075682938098907,
0.015990925952792168,0.0979442447423935,6,293,,
,,6,293,0.10984701663255692,
,,7,299,,0.020555756986141205
0.0160900317132473,0.09816578030586243,7,335,,
,,7,335,0.10861969739198685,
,,8,349,,0.02121218666434288
0.016114231199026108,0.09793665260076523,8,377,,
,,8,377,0.10803656280040741,
