valid_loss,valid_MAE,epoch,step,train_MAE,train_loss
0.029877543449401855,0.1453874707221985,0,41,,
,,0,41,0.16837985813617706,
,,1,49,,0.0313553661108017
0.025186710059642792,0.13171550631523132,1,83,,
,,1,83,0.13692151010036469,
,,2,99,,0.025571631267666817
0.020893903449177742,0.11601601541042328,2,125,,
,,2,125,0.1213693916797638,
,,3,149,,0.021374670788645744
0.019932661205530167,0.11244171857833862,3,167,,
,,3,167,0.1118919625878334,
,,4,199,,0.019966822117567062
0.019506633281707764,0.1105060949921608,4,209,,
,,4,209,0.10946641862392426,
,,5,249,,0.021702634170651436
0.019876202568411827,0.11160735785961151,5,251,,
,,5,251,0.10817144811153412,
0.019772527739405632,0.11147529631853104,6,293,,
,,6,293,0.10749177634716034,
,,7,299,,0.01978011429309845
0.019100118428468704,0.10854016244411469,7,335,,
,,7,335,0.10667634755373001,
,,8,349,,0.01951291412115097
0.019520238041877747,0.10989396274089813,8,377,,
,,8,377,0.10617431998252869,
,,9,399,,0.01832050085067749
0.01948549412190914,0.10958689451217651,9,419,,
,,9,419,0.1055385023355484,
,,10,449,,0.018359150737524033
0.018746675923466682,0.10722173750400543,10,461,,
,,10,461,0.10513437539339066,
,,11,499,,0.01876937784254551
0.01848970726132393,0.1056271493434906,11,503,,
,,11,503,0.1047486662864685,
0.018927494063973427,0.10833863168954849,12,545,,
,,12,545,0.10422054678201675,
,,13,549,,0.01876845583319664
0.018849844112992287,0.1075151339173317,13,587,,
,,13,587,0.10381177812814713,
,,14,599,,0.01811392232775688
0.018947197124361992,0.1082683652639389,14,629,,
,,14,629,0.10356967151165009,
