valid_loss,valid_MAE,epoch,step,train_MAE,train_loss
0.044347889721393585,0.16726262867450714,0,41,,
,,0,41,0.1959652453660965,
,,1,49,,0.03290321305394173
0.037564150989055634,0.1529003530740738,1,83,,
,,1,83,0.14049017429351807,
,,2,99,,0.02605101838707924
0.03286708891391754,0.14514708518981934,2,125,,
,,2,125,0.1285824030637741,
,,3,149,,0.023215437307953835
0.03066396713256836,0.13959386944770813,3,167,,
,,3,167,0.11886675655841827,
,,4,199,,0.02172144129872322
0.029715435579419136,0.13524527847766876,4,209,,
,,4,209,0.11324109137058258,
,,5,249,,0.019994627684354782
0.029448796063661575,0.13505642116069794,5,251,,
,,5,251,0.11113303899765015,
0.029928430914878845,0.1354740709066391,6,293,,
,,6,293,0.10996867716312408,
,,7,299,,0.019591452553868294
0.030042920261621475,0.13549493253231049,7,335,,
,,7,335,0.1092563271522522,
,,8,349,,0.019387856125831604
0.029612040147185326,0.13481685519218445,8,377,,
,,8,377,0.10857187956571579,
