train_loss,epoch,step,valid_loss,valid_MAE,train_MAE
0.0376678891479969,0,49,,,
0.02886582911014557,0,99,,,
,0,134,0.03794145584106445,0.156722754240036,
,0,134,,,0.15002594888210297
0.024738691747188568,1,149,,,
0.022669721394777298,1,199,,,
0.016387401148676872,1,249,,,
,1,269,0.02989797480404377,0.13770855963230133,
,1,269,,,0.11073368787765503
0.016346288844943047,2,299,,,
0.016312554478645325,2,349,,,
0.015412785112857819,2,399,,,
,2,404,0.02944209985435009,0.13555586338043213,
,2,404,,,0.09660825878381729
0.015232665464282036,3,449,,,
0.014926236122846603,3,499,,,
,3,539,0.02896886318922043,0.13401921093463898,
,3,539,,,0.09310835599899292
0.014466087333858013,4,549,,,
0.015274086967110634,4,599,,,
0.014889804646372795,4,649,,,
,4,674,0.029199115931987762,0.13422903418540955,
,4,674,,,0.09116453677415848
0.016084086149930954,5,699,,,
0.013867358677089214,5,749,,,
0.013819674961268902,5,799,,,
,5,809,0.029262041673064232,0.13421450555324554,
,5,809,,,0.08972550928592682
0.014693052507936954,6,849,,,
0.013750928454101086,6,899,,,
,6,944,0.029206281527876854,0.13402247428894043,
,6,944,,,0.08840063214302063
